normalized_part_number,bucket,member_count,distinct_real_canonical_ids,canonical_ids,skus
3088,multiple_real,3,3,153748|125981|120260,VT-32-3089|WPS-132-7042|07100260
78292,multiple_real,2,2,144819|158833,VT-15-8292|VT-38-0777
NWR210020,multiple_real,2,2,122732|138793,21201315|WPS-850-09211
20311,multiple_real,2,2,149317|133498,VT-25-0463|WPS-830-0316
8032,multiple_real,2,2,105038|138350,09250841|WPS-56-8032
JGI2526386X,multiple_real,2,2,144465|91197,VT-15-1255|09341185
400160,multiple_real,2,2,95077|169029,11060075|VT-17-1306
1092,multiple_real,2,2,133549|98970,WPS-830-0379|09251059
202023,multiple_real,2,2,126415|142711,WPS-191-57044|VT-11-0953
47221,multiple_real,2,2,106131|122801,18000745|17411683
78465,multiple_real,2,2,168356|150434,VT-15-8465|VT-27-1004
H070810C1,multiple_real,2,2,107531|149743,06110206|VT-26-2263
1803,multiple_real,2,2,142055|105142,VT-10-1803|DS194347
1800,multiple_real,2,2,94079|141775,DS194342|VT-10-0657
79071,multiple_real,2,2,108985|159902,08050039|VT-40-1762
18446,multiple_real,3,3,148251|103115|134905,VT-23-2170|10102063|WPS-865-01428
61006,multiple_real,2,2,163936|110951,VT-52-0183|16201480
207610,multiple_real,2,2,112049|132132,19133014|WPS-830-1131
986826,multiple_real,2,2,112051|132151,19133008|WPS-830-1193
202063C,multiple_real,2,2,109324|142753,09261994|VT-11-1006
JGI91XL,multiple_real,2,2,114154|144460,DS174531|VT-15-1225
111523,multiple_real,2,2,114491|149128,DS222045|VT-24-2045
63696,multiple_real,2,2,157536|148934,VT-36-0740|VT-24-1419
8114,multiple_real,2,2,155477|152047,VT-33-8114|VT-30-8114
110073,multiple_real,2,2,127834|174849,WPS-57-10073|VT-36-1977
75005,multiple_real,2,2,176552|132246,VT-42-0765|WPS-820-52416
202020C,multiple_real,3,3,126410|142828|121043,WPS-191-57041C|VT-11-1166|09260754
71555,multiple_real,2,2,115813|171548,02100378|VT-27-0055
02212,multiple_real,2,2,126746|95555,WPS-27-10905|17010606
13165,multiple_real,2,2,115948|146725,06401206|VT-20-0228
78594,multiple_real,2,2,144878|147770,VT-15-8594|VT-22-1840
191200,multiple_real,2,2,118274|131485,11200390|WPS-820-52650
161274,multiple_real,2,2,112166|154970,20100745|VT-33-1606
120411C,multiple_real,2,2,112173|154761,20100782|VT-33-1163
77898,multiple_real,2,2,162870|167427,VT-49-1785|VT-14-0824
10003,multiple_real,2,2,128184|131009,WPS-58-5370|WPS-85-2008
328087,multiple_real,2,2,158322|106603,VT-37-8529|03650029
20033,multiple_real,2,2,115828|153615,04110178|VT-32-2004
NDP38061,multiple_real,2,2,154241|135429,VT-32-9639|WPS-850-08407
78680,multiple_real,3,3,144904|168227|93828,VT-15-8680|VT-15-1768|09347522
JGI2627380AM,multiple_real,2,2,105251|167945,DS174429|VT-15-0953
18429,multiple_real,2,2,154057|134891,VT-32-8429|WPS-865-01418
NA1750631,multiple_real,3,2,112926|173432,21200406|WPS-850-08118|VT-32-7438
260128S16,multiple_real,2,2,146746|110395,VT-20-0346|12010231
70251,multiple_real,2,2,115602|153759,21070201|VT-32-3101
20200,multiple_real,4,4,116792|149376|145080|172074,08200259|VT-25-0633|VT-16-0603|VT-28-0987
20781,multiple_real,2,2,137991|131047,WPS-57-020781|WPS-865-01038
792108,multiple_real,2,2,104055|140379,21100327|WPS-279-2108
77464,multiple_real,2,2,143828|163126,VT-15-7464|VT-50-0010
206589SRBLED,multiple_real,2,2,133121|155397,WPS-820-0376R|VT-33-3047
50355,multiple_real,2,2,116887|171302,06360575|VT-25-2291
202053C,multiple_real,2,2,120984|142747,09261986|VT-11-0999
JGI3491799,multiple_real,2,2,92180|168101,DS173191|VT-15-1232
7542,multiple_real,2,2,122774|159596,17416261|VT-40-0245
C9693,multiple_real,2,2,117670|144356,09341356|VT-15-0480
210209K,multiple_real,2,2,112699|153483,21060252|VT-32-1699
794005,multiple_real,2,2,118629|136346,21100995|WPS-279-2205
210209GB,multiple_real,2,2,112700|173175,21060225|VT-32-1362
NFATO3,multiple_real,3,2,90962|173398,21300084|WPS-850-08415|VT-32-6562
70267,multiple_real,2,2,112720|144011,21070309|VT-12-7026
801017,multiple_real,2,2,104039|136348,21101102|WPS-280-1151
327093,multiple_real,3,3,126582|175620|121109,WPS-232-7093|VT-37-8888|03650055
792112,multiple_real,2,2,112778|136343,21101100|WPS-279-2111
K1611,multiple_real,2,2,143717|125791,VT-11-9731|K1611
202160,multiple_real,2,2,169103|92734,VT-17-8229|DS199410
792111,multiple_real,2,2,112780|136342,21101099|WPS-279-1103
JGI3680179,multiple_real,2,2,99456|168012,DS174326|VT-15-1050
46467,multiple_real,3,3,112846|134432|147949,78053045|WPS-820-32018|VT-23-0555
E250091BT3,multiple_real,2,2,112880|153593,21130664|VT-32-1908
NHCXJ08,multiple_real,2,2,112922|153837,21200368|VT-32-6677
NHCXJ15,multiple_real,2,2,112923|153839,21200370|VT-32-6679
11420,multiple_real,2,2,144933|127891,VT-16-0049|WPS-57-6302
NHD7267311,multiple_real,3,2,112971|173331,21200676|WPS-850-08793|VT-32-5057
NOBPPCB,multiple_real,2,2,112974|153791,21200811|VT-32-5062
1013040017,multiple_real,2,2,157487|92569,VT-36-0760|DS223913
HZ030001,multiple_real,2,2,113094|139916,21201390|WPS-28-61025
JGI3521185DL,multiple_real,2,2,92291|167405,DS174458|VT-14-0685
DDKS08OEMC,multiple_real,2,2,113133|133586,22010171|WPS-827-05046
19371A,multiple_real,2,2,177018|176970,VT-44-0389|VT-44-0310
9723,multiple_real,2,2,145470|145474,VT-16-9723|VT-16-9727
10110,multiple_real,2,2,113654|139044,24040647|WPS-576-04280
45217,multiple_real,3,3,141346|98084|170235,WPS-820-32007|78053044|VT-23-0587
120014,multiple_real,2,2,129991|173823,WPS-820-0340C|VT-33-0305
JGI3490179A,multiple_real,2,2,99477|168036,DS174321|VT-15-1115
JGI79FLH,multiple_real,2,2,114124|144430,DS173373|VT-15-0853
20804,multiple_real,2,2,113452|132133,24010123|WPS-830-1132
22656,multiple_real,2,2,113457|132137,24010119|WPS-830-1137
21071,multiple_real,2,2,153289|125994,VT-32-1376|WPS-132-7093
C2037,multiple_real,2,2,113458|130852,24010286|WPS-830-1026
DR8G,multiple_real,3,2,101564|173667,21200047|WPS-850-08014|VT-32-9612
4548,multiple_real,2,2,122356|158194,17411011|VT-37-4548
H070585NMB,multiple_real,2,2,119453|171407,06102305|VT-26-0963
352006,multiple_real,2,2,113514|158526,24010704|VT-37-9528
SSE2,multiple_real,3,3,156803|114918|133702,VT-35-0521|DS391666|WPS-274-0507
202026,multiple_real,3,3,142713|121079|126419,VT-11-0955|09261975|WPS-191-57046
D2KI3P,multiple_real,3,2,97192|154161,21010029|VT-32-9152|WPS-133-3016
TP33,multiple_real,2,2,146814|116386,VT-20-0707|DS360168
NCBISCM,multiple_real,2,2,135511|153601,WPS-850-08659|VT-32-1918
S770132,multiple_real,2,2,113692|152426,35010304|VT-31-0970
S770149C,multiple_real,2,2,113711|162679,35011087|VT-49-1011
SFK3P,multiple_real,3,2,97196|153085,21010048|WPS-133-3020|VT-32-0802
251692,multiple_real,2,2,104435|126534,02150963|WPS-22-51692
S770149B,multiple_real,2,2,113713|162680,35011088|VT-49-1012
JGI1795536XL,multiple_real,2,2,167397|120868,VT-14-0668|DS194489
72223,multiple_real,2,2,161411|143931,VT-46-0410|VT-12-1414
C320478GB,multiple_real,2,2,150194|119621,VT-27-0301|05100318
3537X,multiple_real,2,2,113800|143730,3537X|VT-11-9765
NWR010020,multiple_real,2,2,113089|138787,21201309|WPS-850-09205
120000,multiple_real,2,2,125874|103016,WPS-12-0000|04030163
NWR0210020,multiple_real,2,2,122350|138788,21201310|WPS-850-09206
3204591NU,multiple_real,2,2,119617|150651,05100264|VT-27-1817
102010,multiple_real,2,2,93484|138444,21020333|WPS-820-60413
NWR4010020,multiple_real,2,2,113090|138795,21201318|WPS-850-09214
102017,multiple_real,2,2,97761|138448,21020416|WPS-820-60417
030320AB,multiple_real,2,2,119626|159006,07030231|VT-38-1740
NWR5610020,multiple_real,2,2,113086|138797,21201320|WPS-850-09216
935076,multiple_real,2,2,114014|164932,935076|VT-7132-89
33306,multiple_real,2,2,122747|161506,06500114|VT-46-3306
SS1P,multiple_real,2,2,133700|124236,WPS-274-0505|DS391663
110419,multiple_real,2,2,114088|157411,DS0419|VT-35-9229
JGI6385995,multiple_real,2,2,114133|168064,DS173469|VT-15-1161
JGI36FLH,multiple_real,2,2,114134|144455,DS173524|VT-15-1184
JGI6053881K,multiple_real,2,2,114135|167894,DS173525|VT-15-0865
JGI1678799,multiple_real,2,2,114138|168096,DS173539|VT-15-1222
JGI1677496,multiple_real,2,2,114140|168041,DS174117|VT-15-1121
JGI2685689,multiple_real,2,2,114141|167469,DS174284|VT-14-0963
JGI1677794S,multiple_real,2,2,99451|168035,DS174307|VT-15-1101
JGIEV1,multiple_real,2,2,114155|144412,DS174749|VT-15-0726
JGI4584984A,multiple_real,2,2,114156|167190,DS174784|VT-14-0044
JGI4584973,multiple_real,2,2,114157|144183,DS174786|VT-14-0040
JGI3490185K,multiple_real,2,2,114162|167898,DS174953|VT-15-0870
JGI6053994K,multiple_real,2,2,114163|167904,DS174950|VT-15-0876
JGI6053989KX,multiple_real,2,2,114164|167896,DS174951|VT-15-0868
JGI4584984K,multiple_real,2,2,114167|144185,DS174904|VT-14-0045
P101701,multiple_real,2,2,114170|130850,DS175005|WPS-830-1017
JGI1677066S,multiple_real,2,2,114175|167777,DS174914|VT-15-0599
P80148,multiple_real,2,2,114181|175073,DS175014|VT-37-0266
879812,multiple_real,2,2,114188|132149,DS189811|WPS-830-1190
P8839,multiple_real,2,2,99098|130866,24010303|WPS-830-1046
74112,multiple_real,2,2,114392|108671,DS193411|08011178
78073,multiple_real,2,2,114396|176638,DS193807|VT-42-1391
316206,multiple_real,2,2,114399|144016,DS194061|VT-12-8003
A6771,multiple_real,2,2,114401|166542,DS194072|VT-12-0716
202051C,multiple_real,3,3,126328|121001|142745,WPS-191-57002C|09260755|VT-11-0997
A25550SET,multiple_real,2,2,114406|166806,DS194162|VT-12-1508
24611,multiple_real,2,2,114410|141773,DS194275|VT-10-0644
24641,multiple_real,2,2,114412|141770,DS194371|VT-10-0635
792101,multiple_real,2,2,98359|140374,792101|WPS-279-2101
801009,multiple_real,2,2,113993|140387,801009|WPS-280-1009
A11007,multiple_real,2,2,94013|166579,DS188008|VT-12-0904
298150,multiple_real,2,2,114449|142296,DS199076|VT-10-8123
50214,multiple_real,2,2,96415|170272,44020593|VT-23-0704
288137,multiple_real,2,2,114450|142305,DS199180|VT-10-8137
935096,multiple_real,2,2,114452|143592,DS199241|VT-11-7717
291113,multiple_real,2,2,114455|141936,DS199323|VT-10-1171
5113010004,multiple_real,2,2,114456|146165,DS199219|VT-18-1152
298145,multiple_real,2,2,114457|142310,DS199196|VT-10-8145
201105,multiple_real,2,2,114458|145955,DS199406|VT-17-8225
288155G,multiple_real,2,2,114459|142303,DS199249|VT-10-8135
290294,multiple_real,2,2,114465|146817,DS199479|VT-20-0709
117248,multiple_real,2,2,109767|149174,10060319|VT-24-7248
5422,multiple_real,2,2,97497|98974,06510417|10103136
88102,multiple_real,2,2,114497|136141,DS222792|WPS-276-02060
5019010069,multiple_real,2,2,114527|144165,DS223741|VT-13-9228
19507,multiple_real,2,2,152782|145703,VT-31-4192|VT-17-0858
1005,multiple_real,3,3,125961|153113|170564,WPS-132-7014|VT-32-1005|VT-23-2212
1227,multiple_real,2,2,120244|144647,09300246|VT-15-2127
7075,multiple_real,4,4,120245|169463|171091|129586,09320030|VT-18-3201|VT-24-1369|WPS-811-07075
110450,multiple_real,2,2,105996|157412,DS0452|VT-35-9230
8730,multiple_real,2,2,126036|158684,WPS-133-4015|VT-38-0445
13163,multiple_real,2,2,115725|170050,06401204|VT-23-0115
77947,multiple_real,2,2,144760|178245,VT-15-7947|VT-50-1196
JGI3495567F,multiple_real,2,2,168151|105209,VT-15-1424|09342113
76295,multiple_real,2,2,123363|160351,08040622|VT-42-0986
110044,multiple_real,3,2,108250|157500,WPS-57-10044|VT-36-0515|06580007
070308A,multiple_real,2,2,146010|171952,VT-17-9934|VT-28-0204
JGI1676973,multiple_real,2,2,167955|92310,VT-15-0974|DS174800
JGI1754148B,multiple_real,2,2,92303|167980,DS174660|VT-15-1007
110045,multiple_real,2,2,127823|157519,WPS-57-10045|VT-36-0607
8150,multiple_real,2,2,155482|151272,VT-33-8150|VT-29-8150
8708,one_real_rest_null,2,1,114759,DS290352|WPS-874-1224
7010,multiple_real,2,2,120334|170278,09320089|VT-23-0711
A3272630,multiple_real,2,2,93944|172794,21050118|VT-32-0123
JGI3495589F,multiple_real,2,2,99375|168150,09342117|VT-15-1423
78151,multiple_real,2,2,114793|170751,14050196|VT-23-9272
JGI3565279A,multiple_real,2,2,94193|168010,DS174131|VT-15-1048
5205,multiple_real,2,2,120350|139874,09210787|WPS-82-96413
1019,multiple_real,3,3,114815|120316|145755,DS325779|09250672|VT-17-1019
3556,multiple_real,2,2,151063|114848,VT-28-3556|DS3556
76473S,multiple_real,2,2,114850|146790,DS360113|VT-20-0621
6239TK1,multiple_real,2,2,114862|146782,DS360104|VT-20-0611
4731SK3,multiple_real,2,2,114863|146793,DS360107|VT-20-0624
81027,multiple_real,4,3,177980|119715|103203,VT-50-0031|04140734|10102123|WPS-820-53030
H170579,multiple_real,2,2,119110|172036,06300373|VT-28-0628
1080,multiple_real,3,3,120365|144065|136261,09262925|VT-12-9976|WPS-571-6109
NA1750621,multiple_real,3,2,94613|173431,21200405|WPS-850-08117|VT-32-7437
5432,multiple_real,2,2,100943|98975,06510425|10103142
TP34,multiple_real,2,2,114865|146815,DS360169|VT-20-0708
JGI48FL,multiple_real,2,2,120850|144428,DS173410|VT-15-0851
6141SK4,multiple_real,2,2,96009|146785,DS360101|VT-20-0614
E210214,multiple_real,2,2,112698|173129,21060249|VT-32-1084
JGI3774167A,multiple_real,2,2,92199|167379,DS173426|VT-14-0645
JGI12010,multiple_real,2,2,92263|167339,DS174375|VT-14-0602
JGI6583468SC,multiple_real,2,2,105226|168023,DS173461|VT-15-1074
JGI2699597X,multiple_real,2,2,92215|167333,DS173479|VT-14-0573
E210221,multiple_real,2,2,104059|173196,21060588|VT-32-1519
JGI3490685X,multiple_real,2,2,99443|168081,DS173535|VT-15-1202
JGI1754069A,multiple_real,2,2,94194|167977,DS174182|VT-15-1004
JGI2924283,multiple_real,2,2,94225|167987,DS174336|VT-15-1018
801003,multiple_real,3,3,103915|140383|153792,21100445|WPS-280-1003|VT-32-5117
JGI1677421,multiple_real,2,2,92272|167669,DS174405|VT-15-0271
T030100B,multiple_real,2,2,93719|174616,07050554|VT-35-9020
T036240K20,multiple_real,2,2,157342|113642,VT-35-6240|24020213
JGI2625750A,multiple_real,2,2,92304|167938,DS174690|VT-15-0944
JGI4584984,multiple_real,2,2,114161|167186,DS174781|VT-14-0038
77967,multiple_real,2,2,144779|144984,VT-15-7967|VT-16-0215
A2392887,multiple_real,2,2,91128|179281,09240264|VT-10-1278
10480007,multiple_real,2,2,137384|146107,WPS-827-07010|VT-18-0545
JGI3482436,multiple_real,2,2,92313|168004,DS174890|VT-15-1038
31472,multiple_real,2,2,148663|95240,VT-24-0171|11320718
7450597C,multiple_real,2,2,93559|173092,21120784|VT-32-0950
JGI2524499,multiple_real,2,2,91967|168079,DS173228|VT-15-1198
JGI1735884,multiple_real,2,2,99426|167974,DS174915|VT-15-1001
A11218,multiple_real,2,2,166326|93858,VT-12-0209|09210143
JGI3495575K,multiple_real,2,2,120843|167901,DS174956|VT-15-0873
JGI3490179B,multiple_real,2,2,94204|167911,DS174959|VT-15-0904
7945,multiple_real,2,2,152031|151636,VT-30-7945|VT-30-0923
102100B,multiple_real,2,2,137317|101748,WPS-812-02112|06401666
JGI3495252A,multiple_real,2,2,92325|168007,DS174963|VT-15-1042
JGI1703383S,multiple_real,2,2,99427|168075,DS174972|VT-15-1191
JGI2627380B,multiple_real,2,2,99497|167944,DS174826|VT-15-0952
K1625,multiple_real,2,2,115082|143723,K1625|VT-11-9740
74700021B,multiple_real,2,2,91965|173189,21121207|VT-32-1460
74700025C,multiple_real,2,2,93534|173231,21121315|VT-32-1708
K1660,multiple_real,2,2,115090|143760,K1660|VT-11-9890
420105,multiple_real,2,2,166736|115592,VT-12-1309|16230558
120416M,multiple_real,2,2,154647|104013,VT-33-0929|20100780
78673,multiple_real,2,2,144281|174129,VT-14-8673|VT-34-0090
70287,multiple_real,2,2,168908|153733,VT-17-0911|VT-32-3074
77326,multiple_real,2,2,144659|177658,VT-15-7326|VT-49-0834
310000,multiple_real,2,2,141653|125457,VT-10-0000|DS194303
E250091BT1,multiple_real,2,2,112877|153591,21130661|VT-32-1906
JGI1702970,multiple_real,2,2,94173|167869,DS173239|VT-15-0804
240030,multiple_real,2,2,115327|143753,09280026|VT-11-9872
292088,multiple_real,2,2,115337|143165,DS199013|VT-11-2088
E250091BD5,multiple_real,2,2,97899|173281,21130734|VT-32-1974
288121G,multiple_real,2,2,115340|142299,DS199250|VT-10-8130
JGI1677048X,multiple_real,2,2,99486|167982,DS174402|VT-15-1009
212130,multiple_real,2,2,115342|142135,DS199283|VT-10-2130
212965,multiple_real,2,2,115345|142208,09250584|VT-10-2965
291123,multiple_real,2,2,115353|141917,DS199097|VT-10-1123
DR2G,multiple_real,3,2,91981|173659,21200039|WPS-850-08006|VT-32-9604
DR6G,multiple_real,3,2,94565|173665,21200045|WPS-850-08012|VT-32-9610
212011,multiple_real,2,2,115355|142114,DS199301|VT-10-2011
292025,multiple_real,2,2,115359|130485,DS193123|WPS-820-54204
212320,multiple_real,2,2,115361|142145,DS199347|VT-10-2320
DR8B,multiple_real,3,2,94566|173668,21200048|WPS-850-08013|VT-32-9613
201020,multiple_real,2,2,115362|145936,DS199411|VT-17-6656
272110,multiple_real,2,2,115364|144170,DS199736|VT-13-9250
254850,multiple_real,2,2,115366|145906,DS199436|VT-17-4850
DR12G,multiple_real,2,2,101592|173669,21200049|VT-32-9614
DP2B,multiple_real,3,2,101584|173673,21200052|WPS-850-08017|VT-32-9617
292215,multiple_real,2,2,115367|143649,DS193852|VT-11-9221
DP3B,multiple_real,3,2,94567|173675,21200054|WPS-850-08019|VT-32-9619
DP6G,multiple_real,3,2,98877|173678,21200057|WPS-850-08024|VT-32-9622
288126G,multiple_real,2,2,115377|142300,DS199117|VT-10-8131
212150,multiple_real,2,2,115383|142136,DS199324|VT-10-2150
200369,multiple_real,2,2,146651|172742,VT-19-3000|VT-31-9986
DP8G,multiple_real,3,2,98879|173680,21200059|WPS-850-08026|VT-32-9624
288126,multiple_real,2,2,115384|142298,DS199179|VT-10-8127
5544,multiple_real,2,2,122359|120396,17411044|10103326
290344,multiple_real,2,2,115386|146819,DS199478|VT-20-0711
271100,multiple_real,2,2,115387|143755,DS199735|VT-11-9877
8030,multiple_real,3,3,138349|149303|99016,WPS-56-8030|VT-25-0433|09250839
JGI6709887,multiple_real,2,2,92389|167457,DS193631|VT-14-0944
1761166B,multiple_real,2,2,92392|166115,DS193819|VT-11-0539
104636A,multiple_real,2,2,94067|179207,DS194014|VT-10-0809
NM334721602,multiple_real,3,2,101569|173700,21200334|WPS-850-08317|VT-32-9693
2400658,multiple_real,2,2,94084|179366,DS194086|VT-10-8325
2459940,multiple_real,2,2,94075|179041,DS194090|VT-10-0240
18445,multiple_real,3,3,115440|148250|154065,10102062|VT-23-2169|VT-32-8445
77416,multiple_real,2,2,153125|144687,VT-32-0976|VT-15-7416
MDRPINS,multiple_real,3,2,92005|173368,21200399|WPS-850-08038|VT-32-6514
310005,multiple_real,2,2,106000|141655,DS194301|VT-10-0005
71132,multiple_real,2,2,115497|175441,DS189981|VT-37-1954
18803,multiple_real,2,2,115526|155561,10100060|VT-34-0101
A3511352,multiple_real,2,2,95013|166606,DS194327|VT-12-0931
A3752385,multiple_real,2,2,94019|166329,DS194361|VT-12-0212
320081,multiple_real,2,2,147882|161376,VT-23-0081|VT-46-0123
JGI12030,multiple_real,2,2,94261|167345,DS194418|VT-14-0609
20303A,multiple_real,2,2,149262|133495,VT-25-0174|WPS-830-0313
NM334720802,multiple_real,3,2,101568|173698,21200332|WPS-850-08313|VT-32-9691
JGI12018,multiple_real,2,2,99505|167342,DS194480|VT-14-0605
18181,multiple_real,2,2,115543|154049,10102539|VT-32-8181
T030101C,multiple_real,2,2,119451|174619,07050557|VT-35-9023
A3157581,multiple_real,2,2,92471|173499,DS195147|VT-32-7769
A3536593,multiple_real,2,2,114423|145985,DS195168|VT-17-9606
64391,multiple_real,2,2,151983|178569,VT-30-4391|VT-52-2037
700002,multiple_real,2,2,115555|135897,11070663|WPS-70-7002
NHD69200897,multiple_real,2,2,92025|173336,21200655|VT-32-5064
288160,multiple_real,2,2,115354|142312,DS199182|VT-10-8151
8821,one_real_rest_null,3,1,92150,WPS-60-1946|VT-31-0327|WPS-874-1241
77349,multiple_real,2,2,161059|144668,VT-44-0889|VT-15-7349
288137G,multiple_real,2,2,114453|142301,DS199247|VT-10-8132
70260,multiple_real,3,3,115590|153604|172914,21070300|VT-32-1924|VT-32-0424
120040,multiple_real,4,3,122598|106726|130214,07060018|04120665|WPS-820-50509|WPS-12-0040
70250,multiple_real,2,2,115606|153760,21070200|VT-32-3102
291146,multiple_real,2,2,115388|141930,DS199327|VT-10-1146
207650,multiple_real,2,2,92523|169092,DS199413|VT-17-7650
NHD7240607A,multiple_real,2,2,137154|92294,WPS-850-08214|21201211
202330C,multiple_real,2,2,142774|109300,VT-11-1039|09260699
77901,multiple_real,2,2,174802|124217,VT-36-0893|16010154
18535,multiple_real,2,2,115667|154077,10100587|VT-32-8535
370494,multiple_real,2,2,152961|93154,VT-32-0263|06160204
T030078,multiple_real,2,2,104570|174601,07070013|VT-35-6106
DBR1,multiple_real,2,2,117842|153979,21010323|VT-32-7787
