norm,product_id_a,product_id_b,sku_a,sku_b,vendor_a,vendor_b
JGI6111177,9138,85327,DS174516,VT-15-1066,PU,VTWIN
28021M,59748,60393,VT-11-0163,VT-11-1735,VTWIN,VTWIN
500748B,11409,51763,WPS-812-02134,16030389,WPS,PU
204171R,31698,60878,09260126,VT-11-6018,PU,VTWIN
202121,31700,37400,09260319,WPS-191-57052,PU,WPS
323056,8132,76827,VT-40-0023,07100254,VTWIN,PU
202036C,31703,60042,09261983,VT-11-0979,PU,VTWIN
346,29175,66971,VT-25-3460,17420369,VTWIN,PU
202021M,31709,60527,09262267,VT-11-2301,PU,VTWIN
202029M,31710,60533,09262273,VT-11-2307,PU,VTWIN
202064M,31711,60560,09262290,VT-11-2334,PU,VTWIN
2022100,31715,60563,09263309,VT-11-2337,PU,VTWIN
2022550,31716,60465,09263316,VT-11-2026,PU,VTWIN
2020810,31719,37423,09230367,WPS-191-57083,PU,WPS
204322,31722,37376,09260761,WPS-191-57039,PU,WPS
2020132,31724,37329,09260802,WPS-191-27003S,PU,WPS
2020132,31724,61444,09260802,VT-13-2085,PU,VTWIN
2020132,37329,61444,WPS-191-27003S,VT-13-2085,WPS,VTWIN
202210,31728,61454,09260799,VT-13-2210,PU,VTWIN
204321,31740,37336,DS199765,WPS-191-57004,PU,WPS
204321,31740,60072,DS199765,VT-11-1020,PU,VTWIN
204321,37336,60072,WPS-191-57004,VT-11-1020,WPS,VTWIN
10SC541,31744,37433,09260324,WPS-191-57095,PU,WPS
NTBW32700050A,50970,92086,WPS-850-08212,VT-36-0794,WPS,VTWIN
NTBW32700050A,34280,92086,VT-36-0794,21300349,VTWIN,PU
202332C,31747,60086,09260707,VT-11-1041,PU,VTWIN
202034,31749,37357,09261981,WPS-191-57021,PU,WPS
202038,31750,60028,09261984,VT-11-0964,PU,VTWIN
202056C,31751,37395,09261991,WPS-191-57049C,PU,WPS
202056C,31751,60058,09261991,VT-11-1001,PU,VTWIN
202056C,37395,60058,WPS-191-57049C,VT-11-1001,WPS,VTWIN
202068C,31752,60066,09262004,VT-11-1009,PU,VTWIN
202039M,31757,60540,09262281,VT-11-2315,PU,VTWIN
202054M,31758,60555,09262285,VT-11-2329,PU,VTWIN
202062C,31764,37360,09260758,WPS-191-57023C,PU,WPS
202062C,31764,60062,09260758,VT-11-1005,PU,VTWIN
202062C,37360,60062,WPS-191-57023C,VT-11-1005,WPS,VTWIN
510054,31765,60460,09260774,VT-11-2021,PU,VTWIN
2022150,31781,60463,09263310,VT-11-2024,PU,VTWIN
200645,31789,59113,09230468,VT-10-0765,PU,VTWIN
202132,31790,37369,09260722,WPS-191-57031,PU,WPS
202133,31791,37371,09260726,WPS-191-57032,PU,WPS
202061C,31795,37347,09260756,WPS-191-57014C,PU,WPS
202061C,31795,60061,09260756,VT-11-1004,PU,VTWIN
202061C,37347,60061,WPS-191-57014C,VT-11-1004,WPS,VTWIN
202028C,31800,60036,09261978,VT-11-0972,PU,VTWIN
204194,15232,60865,VT-11-6001,DS198971,VTWIN,PU
204194,57508,60865,VT-11-6001,WPS-191-17003,VTWIN,WPS
204194,15232,57508,DS198971,WPS-191-17003,PU,WPS
202029C,31801,60037,09261980,VT-11-0973,PU,VTWIN
202022M,31805,60528,09262268,VT-11-2302,PU,VTWIN
202033M,31806,60536,09262277,VT-11-2311,PU,VTWIN
202038M,31807,60539,09262280,VT-11-2314,PU,VTWIN
710114,31820,43370,09263205,WPS-191-37021,PU,WPS
2022400,31823,60564,09263313,VT-11-2338,PU,VTWIN
160042,58427,68175,VT-28-0418,WPS-820-2691,VTWIN,WPS
160042,68175,89301,VT-28-0418,VT-28-0416,VTWIN,VTWIN
160042,1365,68175,VT-28-0418,07100084,VTWIN,PU
160042,58427,89301,WPS-820-2691,VT-28-0416,WPS,VTWIN
160042,1365,58427,WPS-820-2691,07100084,WPS,PU
160042,1365,89301,VT-28-0416,07100084,VTWIN,PU
76981,8102,78216,08010843,VT-44-0404,PU,VTWIN
204169,31834,60875,DS198973,VT-11-6014,PU,VTWIN
MDR3B,3998,90692,21200311,VT-32-6537,PU,VTWIN
MDR3B,58796,90692,WPS-850-08041,VT-32-6537,WPS,VTWIN
160903,13691,91316,22120104,VT-33-2026,PU,VTWIN
SPC012,28106,75150,24040048,VT-37-0462,PU,VTWIN
JGI1705305X,3523,85436,09341595,VT-15-1340,PU,VTWIN
JGI6056790F,3536,85459,09342120,VT-15-1421,PU,VTWIN
BA072010,31917,54449,22120892,WPS-28-61050,PU,WPS
78500,78880,85670,VT-47-0372,VT-15-8500,VTWIN,VTWIN
BA053001,31925,46429,22120788,WPS-28-61007,PU,WPS
BA053111,31926,47581,22120815,WPS-28-61009,PU,WPS
BA051221,31931,43986,22110171,WPS-27-5798S,PU,WPS
BA050907,31932,44932,22100496,WPS-28-61013,PU,WPS
70008,23970,94573,24040633,VT-45-0336,PU,VTWIN
466002,74351,74552,VT-35-1889,VT-35-1068,VTWIN,VTWIN
466002,50212,74552,VT-35-1889,WPS-22-66002,VTWIN,WPS
466002,26417,74552,VT-35-1889,10500451,VTWIN,PU
466002,50212,74351,VT-35-1068,WPS-22-66002,VTWIN,WPS
466002,26417,74351,VT-35-1068,10500451,VTWIN,PU
310010,15867,58970,310010,VT-10-0030,PU,VTWIN
PCC128,5442,87007,12040129,VT-20-0479,PU,VTWIN
PS750,5462,63843,22145003,VT-19-0569,PU,VTWIN
DEI2113EB,11366,46183,14010986,WPS-827-05060,PU,WPS
PCC136118,26783,87055,12040119,VT-20-4004,PU,VTWIN
86265,13759,87828,17310416,VT-23-1825,PU,VTWIN
102028,29372,71266,21020213,VT-32-7573,PU,VTWIN
102028,29372,53440,21020213,WPS-820-60405,PU,WPS
102028,53440,71266,VT-32-7573,WPS-820-60405,VTWIN,WPS
120012,31886,36798,120012,WPS-12-0012,PU,WPS
120012,31886,91049,120012,VT-33-0504,PU,VTWIN
120012,4732,31886,120012,04030176,PU,PU
120012,36798,91049,WPS-12-0012,VT-33-0504,WPS,VTWIN
120012,4732,36798,WPS-12-0012,04030176,WPS,PU
120012,4732,91049,VT-33-0504,04030176,VTWIN,PU
2020920,9386,55569,09262947,WPS-191-17035,PU,WPS
BDLSPC13320,13601,87029,12040053,VT-20-0787,PU,VTWIN
2076,14866,40987,09240239,WPS-811-02076,PU,WPS
191319,20527,43525,12102670,WPS-820-54693,PU,WPS
191319,20527,63863,12102670,VT-19-0607,PU,VTWIN
191319,43525,63863,WPS-820-54693,VT-19-0607,WPS,VTWIN
C9147,28168,61908,09341207,VT-15-1514,PU,VTWIN
MC200,39552,77371,WPS-62-5110,VT-41-1036,WPS,VTWIN
202130C,31748,60157,09260717,VT-11-1188,PU,VTWIN
202130C,31748,37366,09260717,WPS-191-57029C,PU,WPS
202130C,37366,60157,VT-11-1188,WPS-191-57029C,VTWIN,WPS
50820,26110,57418,10102701,WPS-194-50820,PU,WPS
JGI11377K,19645,61782,VT-15-1273,09350107,VTWIN,PU
BA077400,9492,55531,22120905,WPS-28-61020,PU,WPS
JGI1705405,15060,61844,09341718,VT-15-1353,PU,VTWIN
20309,46080,66552,VT-25-0052,WPS-830-0315,VTWIN,WPS
77598,34160,61686,08210991,VT-15-0538,PU,VTWIN
103070TIN,8723,51017,06040238,WPS-812-52400,PU,WPS
NTI45TRI,34254,54022,WPS-850-09231,20500504,WPS,PU
NU3413,25114,73215,DS289504,VT-34-0905,PU,VTWIN
H070592,17375,88712,06100794,VT-26-0952,PU,VTWIN
EV180,26821,64168,VT-20-0930,DS360404,VTWIN,PU
C6132T,31096,42586,24010288,WPS-830-1065,PU,WPS
JGI1703140,1453,85381,DS173367,VT-15-1182,PU,VTWIN
105420,34497,50281,04040626,WPS-812-52320,PU,WPS
C8041T,8746,42580,WPS-830-1060,24010294,WPS,PU
H070591,8236,67155,06100790,VT-26-0325,PU,VTWIN
986924,26172,44166,19133009,WPS-830-1194,PU,WPS
NMLRT01,48890,62637,WPS-850-08125,VT-16-1618,WPS,VTWIN
600034AK,41560,73866,VT-34-6023,WPS-820-0813,VTWIN,WPS
78276,62115,76839,VT-40-0051,VT-15-8276,VTWIN,VTWIN
NMCON04P,1286,51531,WPS-850-08213,21201210,WPS,PU
83445,28764,87938,17010180,VT-23-3051,PU,VTWIN
9042,23500,87249,22120610,VT-23-9142,PU,VTWIN
JGI3303041,1454,61878,DS173370,VT-15-1418,PU,VTWIN
A3414036,3431,86002,DS194214,VT-17-0135,PU,VTWIN
6311CRK,9472,46302,07050033,WPS-274-0503,PU,WPS
258120,2480,86411,DS199403,VT-17-8120,PU,VTWIN
102110TIN,34597,51755,WPS-812-02115,06401670,WPS,PU
A10998,706,83935,11320286,VT-12-0951,PU,VTWIN
ND15497399,23344,51533,21201212,WPS-850-08215,PU,WPS
6521,22059,57209,WPS-82-96349,18011302,WPS,PU
6478B,21979,57218,WPS-82-96397,18002293,WPS,PU
1023030024,166,74894,DS223987,VT-36-1504,PU,VTWIN
61022,27333,78516,16201482,VT-45-0109,PU,VTWIN
110015,76823,92022,VT-36-0408,VT-40-0015,VTWIN,VTWIN
NTBWX12,23182,70518,21200246,VT-32-1206,PU,VTWIN
76782,8358,87689,08020530,VT-23-0969,PU,VTWIN
76388,11189,29072,08020325,20300172,PU,PU
76388,11189,71783,08020325,VT-33-0460,PU,VTWIN
76388,29072,71783,20300172,VT-33-0460,PU,VTWIN
78138,24542,86628,VT-17-9989,DS189967,VTWIN,PU
352116,23822,93099,VT-37-9534,24010696,VTWIN,PU
DSK61,28364,70394,DSK61,VT-32-0801,PU,VTWIN
DSK61,36938,70394,WPS-133-3003,VT-32-0801,WPS,VTWIN
6311CRL,35024,46306,21070000,WPS-274-0508,PU,WPS
112339P,36140,73956,10030196,VT-35-0150,PU,VTWIN
193090,28822,64181,12010105,VT-20-3090,PU,VTWIN
204329C,19383,37419,09262031,WPS-191-57064C,PU,WPS
2021018K,31818,45027,09263019,WPS-191-17045,PU,WPS
IN250,26834,64170,VT-20-0935,DS360424,VTWIN,PU
H070591SMB,17488,67222,06102311,VT-26-0978,PU,VTWIN
62072RS,636,61165,11060010,VT-12-0587,PU,VTWIN
IN750,26838,64171,VT-20-0937,DS360426,VTWIN,PU
77002,47238,69698,VT-31-0845,WPS-276-02080,VTWIN,WPS
102032,22889,70333,21020219,VT-32-0514,PU,VTWIN
V30HTCHH,11344,56659,06303424,WPS-206-40118,PU,WPS
120009,36794,41815,WPS-820-50530,WPS-12-0009,WPS,WPS
70289,71061,86207,VT-32-3093,VT-17-0900,VTWIN,VTWIN
40353,5942,82610,20101497,VT-73-353,PU,VTWIN
105410G,16599,50279,04040625,WPS-812-52319,PU,WPS
105420G,34529,50283,04040628,WPS-812-52322,PU,WPS
81000,4273,29876,10102102,07100281,PU,PU
A6750,20250,59272,11060021,VT-10-1257,PU,VTWIN
102120TIN,11413,51757,06401673,WPS-812-02120,PU,WPS
70263,26010,75542,21070303,VT-37-7032,PU,VTWIN
102100,11442,51750,06401665,WPS-812-02110,PU,WPS
2021045,47672,60115,WPS-191-58016,VT-11-1101,WPS,VTWIN
2021045,31737,47672,WPS-191-58016,24011107,WPS,PU
2021045,31737,60115,VT-11-1101,24011107,VTWIN,PU
GB053170,3468,57037,17220973,WPS-17-53170,PU,WPS
030026B,18298,93216,07030431,VT-38-0539,PU,VTWIN
190388,13943,93781,78050076,VT-42-0453,PU,VTWIN
78112,20808,70619,14050085,VT-32-1402,PU,VTWIN
291321,21013,87222,16021508,VT-21-1344,PU,VTWIN
C320431B,14143,89043,05100216,VT-27-1032,PU,VTWIN
C770078,20921,80702,15100157,VT-50-1210,PU,VTWIN
080070,39170,62654,VT-16-1729,WPS-57-8070,VTWIN,WPS
40375,19945,82625,10102896,VT-73-375,PU,VTWIN
3303176E,31324,63235,DS174296,VT-17-6009,PU,VTWIN
286113,8148,61476,08200010,VT-13-9236,PU,VTWIN
H070593N,30201,88724,06102321,VT-26-0970,PU,VTWIN
78658,61590,72523,VT-14-8658,VT-33-1943,VTWIN,VTWIN
76712,34074,76659,08010765,VT-39-0730,PU,VTWIN
NHCXMB15,23191,71135,21200224,VT-32-6655,PU,VTWIN
C9976,13228,61864,09341662,VT-15-1375,PU,VTWIN
202120C,9328,37399,09260716,WPS-191-57051C,PU,WPS
202120C,9328,60150,09260716,VT-11-1182,PU,VTWIN
202120C,37399,60150,WPS-191-57051C,VT-11-1182,WPS,VTWIN
A2465887,5041,96595,09240267,VT-10-1283,PU,VTWIN
102120,17916,51756,06401671,WPS-812-02116,PU,WPS
420107,3419,12973,02130559,16230560,PU,PU
96781,47274,92807,VT-37-6781,WPS-820-54495,VTWIN,WPS
JGI11133FLH,31581,61524,DS194486,VT-14-0669,PU,VTWIN
H0707802,30044,88787,06100586,VT-26-2220,PU,VTWIN
7812,89250,94068,VT-28-0150,VT-43-0233,VTWIN,VTWIN
H0707891,2697,67371,06101872,VT-26-2239,PU,VTWIN
JGI1677648XF,9042,61885,09343141,VT-15-1440,PU,VTWIN
1013040009,4931,92068,DS223911,VT-36-0709,PU,VTWIN
17923,21928,90896,18000448,VT-32-9060,PU,VTWIN
6291CH,11697,74687,DS390213,VT-35-9094,PU,VTWIN
202050M,19389,60552,09262282,VT-11-2326,PU,VTWIN
7061,8654,41010,09320024,WPS-811-07061,PU,WPS
7061,8654,95930,09320024,VT-54-0410,PU,VTWIN
7061,41010,95930,WPS-811-07061,VT-54-0410,WPS,VTWIN
84517,21369,87410,17020124,VT-23-0276,PU,VTWIN
JGI6054706F,3526,85456,09341626,VT-15-1417,PU,VTWIN
F510645M,22580,58400,20400587,WPS-820-0401,PU,WPS
76244,11193,73003,VT-34-0394,08020520,VTWIN,PU
JGI1747538,1529,84665,DS174414,VT-14-0620,PU,VTWIN
JGI3774167K,3695,85413,DS174456,VT-15-1238,PU,VTWIN
334249,19486,61362,09320128,VT-12-9909,PU,VTWIN
901914,30875,36133,09344753,06016154,PU,PU
73100,4682,94624,21020483,VT-46-0117,PU,VTWIN
B160723MB,21355,87908,17010696,VT-23-2353,PU,VTWIN
200210,34547,43715,DS189140,WPS-812-02040,PU,WPS
212267,25740,59453,09250293,VT-10-2267,PU,VTWIN
3532238,8895,96497,DS194252,VT-10-0738,PU,VTWIN
NU3412,4109,91489,VT-34-0904,DS289502,VTWIN,PU
JGI2541699KT,9024,61870,11050038,VT-15-1384,PU,VTWIN
76969,34051,62266,08010845,VT-16-0118,PU,VTWIN
79067,8234,95352,08050028,VT-50-0353,PU,VTWIN
2024450,31736,69863,35500438,VT-31-1582,PU,VTWIN
2021021,15225,45031,09262957,WPS-191-57071,PU,WPS
2021021,15225,60180,09262957,VT-11-1221,PU,VTWIN
2021021,45031,60180,WPS-191-57071,VT-11-1221,WPS,VTWIN
420100,14661,84042,11060081,VT-12-1305,PU,VTWIN
420100,5184,14661,11060081,16230555,PU,PU
420100,5184,84042,VT-12-1305,16230555,VTWIN,PU
77412,61993,80404,VT-15-7412,VT-49-4133,VTWIN,VTWIN
2041951,15235,60877,09260782,VT-11-6016,PU,VTWIN
NHD69200722,33129,90644,21200894,VT-32-5060,PU,VTWIN
NHD69200722,49105,90644,WPS-850-08792,VT-32-5060,WPS,VTWIN
BA053011,15296,46428,22120789,WPS-28-61006,PU,WPS
SPC023,27621,75154,24040055,VT-37-0466,PU,VTWIN
NHD7023304A,23346,90622,21201237,VT-32-2228,PU,VTWIN
301711,19678,77696,09401179,VT-42-1082,PU,VTWIN
258080,4215,86404,DS199402,VT-17-8080,PU,VTWIN
V30HTCBZ,11352,56657,06303422,WPS-206-40116,PU,WPS
V30HTCBZ,56007,56657,WPS-206-40101,WPS-206-40116,WPS,WPS
A2498300,774,83714,09500224,VT-12-0392,PU,VTWIN
251366,1332,57528,A251366,WPS-22-51366,PU,WPS
77685,69815,69816,VT-31-1351,VT-31-1353,VTWIN,VTWIN
291137,30184,44299,05100378,WPS-820-0542,PU,WPS
DC81,24418,71334,DC81,VT-32-8086,PU,VTWIN
3073010013,5280,63568,DS223472,VT-18-3695,PU,VTWIN
JGI2707778,3662,85340,DS174492,VT-15-1086,PU,VTWIN
302,24438,94095,DS098302,VT-43-0359,PU,VTWIN
354128,7253,67748,16201333,VT-27-1009,PU,VTWIN
C9690,13315,61663,DS172088,VT-15-0477,PU,VTWIN
110069,30659,39047,17416847,WPS-57-10069,PU,WPS
H070592SMB,17489,67310,06102315,VT-26-1049,PU,VTWIN
JGI1702970A,1457,85178,DS173323,VT-15-0803,PU,VTWIN
JGI1702848,3627,85177,DS173326,VT-15-0801,PU,VTWIN
20351,26114,94577,04150038,VT-45-0409,PU,VTWIN
JGI4573348,3628,84693,DS173348,VT-14-0651,PU,VTWIN
JGI1863348D,15091,85236,DS173376,VT-15-0926,PU,VTWIN
6331CH,11700,74078,DS390285,VT-35-0420,PU,VTWIN
JGI3303170,1465,85193,DS173418,VT-15-0836,PU,VTWIN
208650,1786,86428,DS199417,VT-17-8501,PU,VTWIN
JGI6386906,9001,61784,09341197,VT-15-1275,PU,VTWIN
A35327SET,1687,63080,DS194184,VT-17-1132,PU,VTWIN
JGI2707778X,3597,85363,DS173446,VT-15-1144,PU,VTWIN
JGI2905988X,9119,85365,DS173441,VT-15-1147,PU,VTWIN
81190,57121,91984,WPS-820-51515,VT-35-9356,WPS,VTWIN
JGI1795548,9120,85361,DS173468,VT-15-1138,PU,VTWIN
H070595MB,30187,67091,06101954,VT-26-0005,PU,VTWIN
C770100GB,785,92724,15100319,VT-37-1159,PU,VTWIN
120021,20480,26243,120021,04030183,PU,PU
JGI3565279X,1489,85394,DS174133,VT-15-1207,PU,VTWIN
D110298,7073,58408,11070324,WPS-820-2629,PU,WPS
PV31504,13355,56705,WPS-133-4033,10204288,WPS,PU
1091,352,51488,WPS-85-01091,09251058,WPS,PU
JGI2699586A,1515,84669,DS174368,VT-14-0624,PU,VTWIN
K1606,12690,61023,VT-11-9726,K1606,VTWIN,PU
JGI1677385T,3690,85338,DS174404,VT-15-1083,PU,VTWIN
A4329182,1754,94532,DS195413,VT-44-2028,PU,VTWIN
JGI3132180,1543,85261,DS174442,VT-15-0966,PU,VTWIN
JGI1735386,1549,85276,DS174483,VT-15-0991,PU,VTWIN
JGI6583468X,3667,85332,DS174746,VT-15-1073,PU,VTWIN
JGI1677648,2902,85270,DS174410,VT-15-0986,PU,VTWIN
1013040014,2128,74986,DS223917,VT-36-2506,PU,VTWIN
A2558293,329,96703,09240275,VT-10-8536,PU,VTWIN
JGI3495575,1480,85227,DS174015,VT-15-0912,PU,VTWIN
JGI3680187A,1518,85323,DS174372,VT-15-1051,PU,VTWIN
JGI3602536,1576,85321,DS174899,VT-15-1049,PU,VTWIN
JGI1677066X,1589,85294,DS174911,VT-15-1011,PU,VTWIN
JGI1677385,24510,85337,DS174912,VT-15-1082,PU,VTWIN
JGI3490179,1585,85225,DS174958,VT-15-0909,PU,VTWIN
JGI6054036K,31543,85196,DS174968,VT-15-0844,PU,VTWIN
JGI1703438,9111,85185,DS174975,VT-15-0820,PU,VTWIN
C8014,1661,92966,DS193860,VT-37-8985,PU,VTWIN
13401,26365,76475,06400490,VT-39-0108,PU,VTWIN
579H.CT,12140,65530,17211760,VT-23-1785,PU,VTWIN
JGI3303185,1449,85194,DS173243,VT-15-0841,PU,VTWIN
A10991,3367,84041,11060082,VT-12-1304,PU,VTWIN
47219,33568,36631,17411682,18000752,PU,PU
JGI1735584A,9134,85279,DS174411,VT-15-0996,PU,VTWIN
JGI12051,9108,84662,DS174342,VT-14-0617,PU,VTWIN
G320323,716,89047,12020069,VT-27-1115,PU,VTWIN
92134,13183,58584,DS193768,WPS-830-1128,PU,WPS
2400156,1663,96687,DS194073,VT-10-8362,PU,VTWIN
A11046,116,83945,DS188027,VT-12-0961,PU,VTWIN
2020700C,31755,37343,09262015,WPS-191-57011C,PU,WPS
2020700C,31755,60100,09262015,VT-11-1063,PU,VTWIN
2020700C,37343,60100,WPS-191-57011C,VT-11-1063,WPS,VTWIN
A2555336,1670,84085,DS194166,VT-12-1426,PU,VTWIN
A2398518,1694,83627,DS194300,VT-12-0201,PU,VTWIN
24711,14994,59078,DS194276,VT-10-0632,PU,VTWIN
24711,14994,46133,DS194276,WPS-830-0376,PU,WPS
24711,46133,59078,VT-10-0632,WPS-830-0376,VTWIN,WPS
A3533756,14653,83917,DS194324,VT-12-0932,PU,VTWIN
JGI12049DL,3676,84660,DS194417,VT-14-0615,PU,VTWIN
120075,39093,71772,WPS-57-20075,VT-33-0434,WPS,VTWIN
120075,8024,71772,24010558,VT-33-0434,PU,VTWIN
JGI4537887,3679,84691,DS194453,VT-14-0648,PU,VTWIN
JGI4751983A,1714,84700,DS194463,VT-14-0659,PU,VTWIN
JGI11101XL,31582,84708,DS194488,VT-14-0670,PU,VTWIN
8031,31005,66612,VT-25-0431,09250840,VTWIN,PU
980710,1603,58580,DS189701,WPS-830-1116,PU,WPS
JGI1677766X,24516,85353,DS174983,VT-15-1123,PU,VTWIN
JGI6270252,1577,85372,DS174815,VT-15-1158,PU,VTWIN
2020322,15212,57515,09260193,WPS-191-17011,PU,WPS
2020322,15212,60888,09260193,VT-11-6119,PU,VTWIN
2020322,57515,60888,WPS-191-17011,VT-11-6119,WPS,VTWIN
204195,1782,60869,DS198970,VT-11-6007,PU,VTWIN
204195,1782,57509,DS198970,WPS-191-17004,PU,WPS
204195,57509,60869,VT-11-6007,WPS-191-17004,VTWIN,WPS
4552,2795,70146,VT-31-9943,17411013,VTWIN,PU
JGI3774182K,24509,85376,DS174908,VT-15-1165,PU,VTWIN
212020,12743,59430,DS199302,VT-10-2020,PU,VTWIN
298140,25787,59618,DS199296,VT-10-8140,PU,VTWIN
7272,8686,62656,09251620,VT-16-1731,PU,VTWIN
212030,25788,59433,DS199303,VT-10-2030,PU,VTWIN
212310,25765,59454,DS199317,VT-10-2310,PU,VTWIN
206215,1787,63074,DS199426,VT-17-1048,PU,VTWIN
296555,2033,86555,DS199453,VT-17-9863,PU,VTWIN
4124013C,11474,81957,DS222004,VT-54-2004,PU,VTWIN
111120,24841,66433,DS222040,VT-24-2040,PU,VTWIN
3023010013,2108,86795,DS223353,VT-18-3250,PU,VTWIN
1013030018,1822,92077,DS223578,VT-36-0764,PU,VTWIN
1013030903,2129,92188,DS223865,VT-36-2460,PU,VTWIN
1013030901,4929,92189,DS223878,VT-36-2462,PU,VTWIN
1013030020,2118,92069,DS223881,VT-36-0711,PU,VTWIN
1013030015,1833,92071,DS223889,VT-36-0717,PU,VTWIN
1013040005,1834,92196,DS223905,VT-36-2491,PU,VTWIN
DC112,22879,71539,21020024,VT-32-9342,PU,VTWIN
202058C,31802,60059,09261992,VT-11-1002,PU,VTWIN
77837,69690,85347,VT-15-7837,VT-31-0828,VTWIN,VTWIN
A2634954,373,84099,09320033,VT-12-1450,PU,VTWIN
JGI68FL,24467,61739,DS173409,VT-15-0852,PU,VTWIN
JGI4592773,1710,84696,DS194457,VT-14-0655,PU,VTWIN
JGI6053885KF,31527,61833,09344612,VT-15-1335,PU,VTWIN
70203,71039,89260,VT-32-3070,VT-28-0201,VTWIN,VTWIN
JGILINKERT,31578,61758,DS289108,VT-15-1102,PU,VTWIN
40374,4340,82624,20101500,VT-73-374,PU,VTWIN
801014,7477,57630,21100248,WPS-280-1014,PU,WPS
62139,35029,75788,16010208,VT-37-9129,PU,VTWIN
JGI2624541,1548,84871,DS174480,VT-15-0126,PU,VTWIN
4124029C,11489,81884,DS310087,VT-54-0087,PU,VTWIN
JGI2541482DL,9151,84667,DS194454,VT-14-0622,PU,VTWIN
08100696,38691,62668,VT-16-1794,WPS-56-1138,VTWIN,WPS
ILL01D,49195,72088,VT-33-1192,WPS-850-09018,VTWIN,WPS
78466,67743,85667,VT-15-8466,VT-27-1003,VTWIN,VTWIN
H170513T,41660,68230,VT-28-0645,WPS-820-1708,VTWIN,WPS
300,29690,50116,DS098300,WPS-571-6101,PU,WPS
75031,6582,94293,VT-44-0329,DS190919,VTWIN,PU
70130,90736,93747,VT-32-7130,VT-42-0301,VTWIN,VTWIN
8004,8878,31009,09320086,11010029,PU,PU
A2555236,604,84084,DS194165,VT-12-1425,PU,VTWIN
11328,41270,80670,WPS-817-01843,VT-50-0944,WPS,VTWIN
11328,31253,80670,11328E,VT-50-0944,PU,VTWIN
76181,34191,72988,08020485,VT-34-0365,PU,VTWIN
76181,24735,34191,08020485,DS193004,PU,PU
76181,24735,72988,VT-34-0365,DS193004,VTWIN,PU
790TD6X2,3004,77028,DS245274,VT-40-0581,PU,VTWIN
BDL371442,5482,63989,DS360013,VT-20-0104,PU,VTWIN
3517,33783,68371,DS3517,VT-28-3517,PU,VTWIN
TPS28,2081,64113,DS360046,VT-20-0650,PU,VTWIN
4731SE4,26840,64104,DS360106,VT-20-0625,PU,VTWIN
76107,34099,71752,08030305,VT-33-0387,PU,VTWIN
TP30,26841,64122,DS360165,VT-20-0704,PU,VTWIN
TP32,26820,64116,DS360167,VT-20-0661,PU,VTWIN
202120,11419,37398,DS375744,WPS-191-57051,PU,WPS
202120,11419,15250,DS375744,09260318,PU,PU
202120,15250,37398,WPS-191-57051,09260318,WPS,PU
6391CH,35040,46301,DS390237,WPS-274-0502,PU,WPS
6391CH,35040,74683,DS390237,VT-35-9087,PU,VTWIN
6391CH,46301,74683,WPS-274-0502,VT-35-9087,WPS,VTWIN
K2806,12671,61108,09031680,VT-11-9987,PU,VTWIN
76240,34171,61716,08020516,VT-15-0671,PU,VTWIN
1703291MLS,58098,61857,WPS-681-5218,VT-15-1368,WPS,VTWIN
1703291MLS,3520,58098,WPS-681-5218,09341588,WPS,PU
1703291MLS,3520,61857,VT-15-1368,09341588,VTWIN,PU
SS1C,25298,74112,DS391662,VT-35-0519,PU,VTWIN
SS1C,25298,46304,DS391662,WPS-274-0506,PU,WPS
SS1C,46304,74112,VT-35-0519,WPS-274-0506,VTWIN,WPS
2020555,31770,60890,VT-11-6126,09262871,VTWIN,PU
76106,34203,71750,08030304,VT-33-0383,PU,VTWIN
2020699C,19372,37413,09262012,WPS-191-57059C,PU,WPS
8413,67796,73262,VT-27-1209,VT-34-1102,VTWIN,VTWIN
78025,34213,95585,DS265502,VT-50-1509,PU,VTWIN
JGI2522593,1522,85239,DS174386,VT-15-0930,PU,VTWIN
11330,41271,78589,WPS-817-01844,VT-45-0735,WPS,VTWIN
11330,31292,78589,11330E,VT-45-0735,PU,VTWIN
99001,1355,95846,VT-52-0967,24010679,VTWIN,PU
99001,49303,95846,VT-52-0967,WPS-276-02200,VTWIN,WPS
99001,1355,49303,24010679,WPS-276-02200,PU,WPS
JGI11293TC,31545,61529,DS173247,VT-14-0686,PU,VTWIN
79104,34226,78116,DS900232,VT-43-2167,PU,VTWIN
053590,17477,51190,06102259,WPS-820-54376,PU,WPS
DP12B,4028,90993,21200062,VT-32-9627,PU,VTWIN
DP12B,58784,90993,WPS-850-08027,VT-32-9627,WPS,VTWIN
19145,80873,87166,VT-50-9145,VT-21-0475,VTWIN,VTWIN
292245,25785,60960,DS193851,VT-11-9224,PU,VTWIN
292245,25785,94401,DS193851,VT-44-0594,PU,VTWIN
292245,60960,94401,VT-11-9224,VT-44-0594,VTWIN,VTWIN
4062,31079,41002,09290022,WPS-811-04062,PU,WPS
P80150,1619,42574,WPS-830-1052,DS190136,WPS,PU
NTBW4201,34316,71127,21200343,VT-32-6651,PU,VTWIN
NTBW4201,49082,71127,WPS-850-08757,VT-32-6651,WPS,VTWIN
NTI45,34323,49252,20101358,WPS-850-09079,PU,WPS
NHCXMB04,34329,71128,21200221,VT-32-6652,PU,VTWIN
ILLCBC,34333,72092,20500247,VT-33-1196,PU,VTWIN
ILLCBC,49209,72092,WPS-850-09032,VT-33-1196,WPS,VTWIN
